fist_phrase	reply
А у меня фантазия плохо работает,я если только подсмотреть	да я так же..
Cветулька,какой классный рецептик	Забрала без раздумий
Вот как распределить менюшку,что бы все это приготовить и побаловать себя вкусняшкой утром....это задача	это самая большая проблема
Спасибо,дорогая!!!	на здоровьичко!!!
Светуль, такой аппетитный разрезик, и яблоки у меня есть, и пудинга дома навалом. Надо приготовить. Спасибо.	Яночка, ну это прям судьба- буду ждать с отчетиком
Светик, ну соблазнительница , теперь придется и савоярди печь	ага я такая
Спасибо, что поделилась рецептиком, попробую при случае	на здоровье,Наташик!!!
Яночка, ну это прям судьба- буду ждать с отчетиком	Осталось за палочками сгонять. Они у нас готовые везде продают.
Осталось за палочками сгонять. Они у нас готовые везде продают.	у нас они в больших супермаркетах есть..но бвает пропадают... так что лучше иметь на подхвате рецептик хороший)
Свет прийду обязательно.	буду ждать!
Палочки ленюсь делать, внесу их мужу в список, купит на неделе Даже пудинг есть в хозяйстве	И я,и у меня Тоже хочу такую вкуснечку Спасибо,Светик очень заманчиво
Аболдеть.........Я только вчера вечером смотрела на этот рецепт	ну вот-как я вовремя
Супер он меня заинтересовал прям......	Обязательно приготовлю
Светик, какой чудесный рецепт Надо готовить	Карина,и тебя буду ждать
Палочки ленюсь делать, внесу их мужу в список, купит на неделе	ну тоже вариант
Даже пудинг есть в хозяйстве	И я,и у меня
И я,и у меня	Тоже хочу такую вкуснечку Спасибо,Светик очень заманчиво
Тоже хочу такую вкуснечку Спасибо,Светик очень заманчиво	угощайся, Наташ!!
Света,как думаешь,какое сюда ещё печенье подойдёт?Не знаю когда испеку савоярди	я думаю что кусочки бисквита тоже подойдут хорошо
?Не знаю когда испеку савоярди да и получатся ли	да ну -не поверю что у тебя савоярди не получатся
А сам десерт заинтересовал,готовить просто,а савоярди нетУУУУ	На выходных попробовала бы
да ну -не поверю что у тебя савоярди не получатся	делай с бисквитом в таком случае
делай с бисквитом в таком случае	Бисквит тоже печь надо мне побыстрее хочется
Нуууу...я не уверена	Бисквит тоже печь надо мне побыстрее хочется
Бисквит тоже печь надо мне побыстрее хочется	ааа.ясно
Ладно,буду печь савоярди ...на днях.... да,на днях и испеку	ну вот и уговорила тебя- тогда жду сразу в двух темах- с савоярди и тут там с печеньем этим работы- ну от силы 15 минут- все взвесить,потом взбить белки- желтки смешать и выложить на противень
там с печеньем этим работы- ну от силы 15 минут- все взвесить,потом взбить белки- желтки смешать и выложить на противень	Да я уже и рецепт изучила,в тетрадку переписала,осталось только выходных дождаться
Да я уже и рецепт изучила,в тетрадку переписала,осталось только выходных дождаться	ну все- ждем!
у нас они в больших супермаркетах есть..но бвает пропадают... так что лучше иметь на подхвате рецептик хороший)	Боже,Яночка, Максику уже почти пол года- обалдеть как время бежит!!! уже вертится? и пробует сесть наверное?
Боже,Яночка, Максику уже почти пол года- обалдеть как время бежит!!! уже вертится? и пробует сесть наверное?	и не говори Светуль,только недавно вроде в болталке я ещё беременная с вами общалась.
ну вот-как я вовремя	Ага,всех опередила.
Да рецепт я твой видела,хороший.	и не говори Светуль,только недавно вроде в болталке я ещё беременная с вами общалась.
и не говори Светуль,только недавно вроде в болталке я ещё беременная с вами общалась.	Вертится моя крутелка не то слово.не остановить просто.Уже ползать пытается,а когда кормлю на руках,пытается садится немножко,ну и зубки у нас уже лезут потихоньку,ждем первый пока.Уже в прогулку его пересадила,полулежа гуляем.В люльке перестал вообще лежать,в крики и переворот на живот постоянно.
Я кстати тортик то сделала,стоит застывает в холодильнике.Завтра прийду с впечатлениями.	ждууу!
Ага,всех опередила.	Ляночка08
	Zarifa,спасибо
наверное самая простая азербайджанская сладость, требующая минимум продуктов.	Zarifa! Мммм, класс! Обязательно приготовлю. Я уже даже вкус чувствую. Спасибо.
Кать, красота просто НЕВЕРОЯТНАЯ!! Ммммммммм	И вкусно
Красота-то какая!!!	Ну...еще есть куда стремиться
вот это вкуснятина!!!	Катюш, спасибо, что заглянула Я тебя и не узнала сначала
Катюш, спасибо, что заглянула Я тебя и не узнала сначала	"Приходи на следующей недельке, будет еще вкусней (сделаю четко по рецепту, а не ""отсебятину"" )"
конечно зайду	DeBosh
теперь осталось только на яву попробовать	Ксюш, ну в чем же дело
КАтюша, хорошо живете вы там у себя на даче! И манго растет, и фисташки имеются в наличии, и сливки!!! Живи и радуйся, и балуй себя в холодке	Лариса, из всего перечисленного только холодок
за рецепт огромное спасибо! Будем ждать продолжение.	Всенепременно будет! Спасибо
Лариса, из всего перечисленного только холодок	ВАУ!!! КРАСОТАААА!!!! Вот такая дача или загородный дом мне нравится! Не то, что наши 6 соток, где просматриваютсь все соседние участки и впечатление, что соседи со всем своим семейством у тебя на голове сидят. Сомнительный отдых!!! Катюша, я укрепилась в своем желании оказаться у тебя на даче! Холодок! Простор! А еще и неплохо кормят!!!
Катюша, я укрепилась в своем желании оказаться у тебя на даче! Холодок! Простор! А еще и неплохо кормят!!!	"это и спасает в нынешюю жару ""Корм"" уже вторичен в данной ситуации"
Я читала где-то, то белым и тянучим, как вазелин	Совершенно правильно. У меня масло стояло сутки.
polina, спасибо за оригинальный рецепт - вкусно и красиво!	На здоровье! Очень аппетитно! Спасибо за фотку.
Оля, спасибо большое за рецепт! Вышло просто отлично, единственное, я брала всего наполовину ) не было больше бананов... а жаль, очень вкусно! В следующий раз попробую с апельсиновым соком, уж очень интересно	Лена, мне очень приятно, что рецепт Вас заинтересовал и не оставил равнодушной в итоге! С апельсиновым соком получается не менее вкусно, поэтому также советую попробовать! Спасибо большое, Лена, за доверие к рецепту и фотоотчёт! Пользуйтесь на здоровье!
Оличка, десерт восхитительный !!! Очень вкусно, спасибо тебе большое!!!	Ирина, здравствуйте! Я очень-преочень рада, что десерт пришёлся Вам по вкусу! Его необычайно-заманчивый и аппетитный вид с фото заставляет немедленно отправиться на кухню и сотворить то же самое!!!
	вкусно и красиво. Не стала ждать НГ
На Новый год еще сделаешь	однозначно
однозначно	Я тоже на Новый год обязательно сделаю еще такие дольки...
Валентина!!	Спасибо за идею!!!!
	cоветую до подачи держать дольки в холодильнике.
Очень понравилась идея	Спасибо, Валя, воспользуюсь!!!
Валентина, как долго они могут пролежать в хол-ке? Хочется сделать заранее.	Ольга, к сожалению долго не лежат... максимум 3 часа.. мандарины сок дают...
беру в закладки, спасибо	Людмила, вкусного десерта!
вкуснотень то какая яркие, нежные	да,они сама нежность
красота какая!! это оно разделяется на 2 слоя ? интересно	Светик,спасибо за оценку
в формочках диаметром 7 мм	Наверное, 7 см?!
Наточка, какой интересный десертик	Все кокосовое мы любим
десерт-quindim de coco	Наташ! Какое желтое чудо!!!
Наташ! Какое желтое чудо!!!	Как раз к Пасхе
Замечательный солнечный десерт! Забрала рецепт! Спасибо, Наточка!	Ларисонька,забирай на здоровье
Наташенька, как красиво! Так солнечно!	Каролиночка,спасибо тебе за то,что оценила
да,стружка поднимается вверх,а желтая часть остается внизу	если кокоса положить меньше,желтой будет больше и наоборот
для любителей кокоса десерт находка	Не то слово! Я не просто любитель кокоса, я - обожатель
интересно- утащу в закладки( когда только все успею приготовить??? риторический вопрос )	вопрос,который каждая из нас,уверена,задает себе изо дня в день
Наташа, такой нежный и солнечный десерт	Спасибо
Как всегда красота! Спасибо за рецепт! Думаю, что пригодится	Люсенька,буду рада,если пригодится!
Не то слово! Я не просто любитель кокоса, я - обожатель	а главное, что все гениальное, как всегда просто. спасибо!
Наташа!!	Какой необычный десерт!!!Выглядит здорово
Наташа какой солнечный, яркий, воздушный десерт. Хоть я и не очень люблю кокос, к сожалению, но не могла пройти мимо. Спасибо может мужа побалую.	Ян,спасибо,что заглянула
Марина-И, для крема в торт	Подсажите пожалуйста ссылки на сайте
банки всё время должны быть покрыты водой, а то тоже может рвануть.	Знакомая картина! А потом с потолка соскребали Ох, и влетело от родителей!
Знакоиая картина! А потом с потолка соскребали Ох, и влетело от родителей!	Сочувствую
Неужели кто-то не умеет варить сгущенку?.. не знаю ,я сама училась.	правда родители на море собирались,яйца варить поставили,забыли,и отбыли.потом с потолка тоже отскребали
И ещё одно важное условие - вода не должна выкипать, т.е. банки всё время должны быть покрыты водой, а то тоже может рвануть. спасибо исправила.	почему то такого простого нет на форуме.поэтому поделилась
Столкнулась с такой проблемой: оставшийся на банках клей от наклеек равномерно перекочевал в процессе варки на стенки белой эмалированой кастрюльки. Отмывала долго, с моющим для посуды, содой и матом.	У меня такая же проблема, что варить больше не хочется. Спасибо за идею с пленкой, обязательно попробую.
заменить на перепелиные 15 шт.(они не подвержены сальмонеллезу).	....теперь ходят слухи, что подвержены..........
...теперь ходят слухи, что подвержены...	это не просто слухи, реально много людей в инфекционки попадают
Вот зп, такая вкуснота, а делать стремно.....	да жалко, выглядит очень вкусно хоть кур на балконе начать разводить
Ева	Ева,
Лика!!!! good2 good2 good2	Парфе обалденное, эх, крааасиво-то как!!!!!
Только боязно сырые яйца есть........	Да,боялась я этот рецепт выкладывать именно, из-за сырых яиц
да жалко, выглядит очень вкусно	Ирюська,спасибо ,что не прошли мимо десерта
Беру в закладки. Парфе бесподобное	Syuzanna,Буду только рада ,если рецепт пригодится и понравится.
Вкуснятина!!!!	Малгосичка,рада тебя видеть
Лика, еще вчера заприметила твое великолепие в Обедах и ужинах good2 Конечно, супер-супер-супер!!!	Яночка,Спасибо большое пребольшое за высокую оценку десерта
Девочки, я насчет яиц - вот тоже, конечно, боюсь, но я часто делаю майонез с сырым яйцом - теперь, что ли, забыть????Sad Ликусь, извини, что я не в тему	Не стоит извиняться,даже очень в тему
безумно нравится!!!!!!!!!!!!	Светлана,мне приятно это слышать
спасибо за такую апельсиновую радость!!!!!!!!!!!!!!!!!!!!!!!!!!	На большое здоровья
Ой, красота!!!	Спасибо,что не прошли мимо апельсинового парфе
Вот только интересно на что похоже парфе? Если смотреть на фотки то вреде похоже на мороженое или я ошибаюсь?????	Ириша,парфе по вкусу, как мороженное ,но намного мягче и нежнее.
Извини за глупый вопрос только никогда не пробовала парфе вот и интересуюсь	Не стоит извиняться , все мы тут задаем вопросы и отвечаем на них.
Лика, спасибо Вам за вкусный рецептик парфе!	Юленька,на большое здоровье
Даже котик его оценил, несмотря на яркое присутствие апельсина	спасибо большое за фотоотчет и за доверие к рецепту
Привет,Лика!У меня на очереди твое парфе,но сырые яйца боязно,вот нашла информацию,как пастеризовать яйца ,может быть пригодится кому-то	Спасибо большое пребольшое милая, Ксения,за полезную и нужную и информацию
"Ой,я даже и не спросила,можно ли на ""ты"",после ""Киевского"" в подружки записалась"	Ксения ,конечно можно мы ж тут все как подружки ,несмотря на возраст
ммм...вот это красота.. wacko1 wacko1	Будто сливочное облако girl_in_love
Очень вкусный десерт!! (напоминает мороженое) - нежный с насыщенным вкусом, а главное, без добавок... nyam2	Очень рада,что десерт пришелся по вкусу и понравился
ммм вкуснотища забираю	Елена,буду только рада,если рецепт пригодится и порадует своим вкусом
смотрю твои фото.. подтаявшие сливки.. чуть запотевший шоколад..	Да, фотографии восхитительные!
Какая же ты молодец!	Star*ka
Aliy	Прибежала опять.. жарко.. смотрю твои фото.. подтаявшие сливки.. чуть запотевший шоколад.. и вот как теперь после всего этого жить, искусительница ты наша???
да это действительно бомба.какая вкуснятина.жаль только что у нас не продают сливки 35% а только 10% а они наверно не подойдут?[/url]	Спасибо!
Супер-бомбочка!!!	Красота!!!
Вот это даааа... потрясающе просто! Десерт всем десертам на зависть!	Нинуль, рада что десертик понравился! Спасибочки!
Алия, шоколадно-шоколадный десерт, в шоколадной глазури, на шоколадном корже!	Да, настоящая шоколадная бомба!
Вкууусно!!!!!	как же фигуру беречь с такими соблазнами?
Настоящая бомба!!!!!! Вот это ДЕСЕРТ!!!!!!!! А в шоке	Спасибо!
а потом хранить эту бомбу нужно тоже в морозилке?она быстро тает?	"Ирина, хранить ""бомбу"" нужно в морозилке... Но перед едой переложите ее в холодильник... В холодильнике тает быстро, как мороженое... Лучше съесть ее свежую, она тогда вкуснее..."
я ее сделала	Наталья, ты меня убила...
но стояло ей мин 10 постоять без морозилки, она начала подтаивать ( это только белая)),	Да-да-да, у меня тоже самое, дело в белом шоколаде... но почему так, даже не знаю...
,как-то неочень аккуратно вышло	Нет-нет, все супер!
Ну ,а на вкус это что-то с чем-то ,очень -очень ВКУСНОООООООООООООООО	Как же я рада что вам понравилось!!!
а вот и наша бомба( фото не очень ,всем нетерпелось попробовать , так ,что не до фоток было	А мне очень понравились фото!
Наталья, ты меня убила...	Я то знаю сколько с ней возиться нужно, но ты ее, действительно СДЕЛАЛА!!!
А мне очень понравились фото!	"На первой отлично видно какая ""бомбочка"" кругленькая, аккуратненькая, как глазурь на ней ровно лежит..."
теперь вот думаю что ж повторить из твоих рецептов следующим ,наверное шоколадно -кремовый торт.	"Наташенька, после ""Бомбы"" тебе теперь ""море по колено""... Думаю, и в шоколадно-кремовом ничего сложного для тебя не будет..."
Кира, какие красивые фотографии!	Ой,Лена Я намучилась сегодня с фото Сначала хотела сделать фото светлым,положить рядом свежие груши ну и всё такое...Но..ничего не смогла сделать с бликами ну не умею я фотографировать такие бокалы из стекла,тем боле когда они наполнены не до конца Пришлось фотографировать на чёрном фоне,получилось более или менее.. Но всей красоты этого очень простого десерта передать не удалось конечно,ведь в бокале видно целую грушу,а на этих фото нет..не получилось
ну не умею я фотографировать такие бокалы из стекла,	Что ж ты все секреты раскрываешь?..
Кира, какая прелесть!!! Фотки очень красивые... Я аж засмотрелась! Идея такая необычная, жаль у меня таких красивых бокальчиков нет...	Кристина спасибо!!!Мне очень приятно!!!Я очень люблю бокалы из стекла и сама покупаю и когда спрашивают что мне подарить,я говорю БОКАЛЫ ИЗ СТЕКЛА Я иногда покупаю даже по 2,а не целый набор,но чтобы были разные,для фото А идея на самом деле и правда замечательная придумают же люди!Казалось всё так и просто и почему мне самой в голову не пришло
Кирочка! Изысканно! Прям как из подборки фотографий лучших ресторанных блюд года! Мне оч. нравится и десерт и сами фото!	я в шоке!!!!!!!
я в шоке!!!!!!!	нереальная красота
Ой,Кира,как захотелось,чтоб груша была в вине,в желе с москателя.... ммм..	Олеся какие у тебя идеи!!!!!Шик!!Это точно будет очень изысканно
Что ж ты все секреты раскрываешь?..	Ева,считаешь не надо было
Кирочка!!! КРАСОТА!!!!!!!!!!!!!!!!! Представляю, как эффектно это будет смотреться на праздничном столе...	Спасибо за идею!!!!!!!!!!!!!!!!!
Санни Кеш	Шикарно!!!!!! Очень понравилось!!!!
Кирочка! Как это красиво и эффектно смотрится!!!	Стася здорово,правда
На днях мечтала о желе, но с какой-нибудь изюминкой... а тут целая груша!!! Это просто волшебно!!!	Спасибо тебе за вкусовое и зрительное наслождение!!!!!!!
Хоть и не твоя идея, Кирочка, но вид просто бесподобный! Такие фото!	Так грушу в желе захотелось! Вот что значит грамотная подача!
Так грушу в желе захотелось! Вот что значит грамотная подача!	Я сама не люблю просто желе без ничего,но когда желе с фруктами для меня это вкусно Зачерпываешь желе ложечкой и зацепляешь грушу а груша такая мягкая и сочная
Например,желе сделать из шампанского, как предлагала Олечка-Имбирь!..	Элина точно!!!Груша в желе из шампанского-просто супер!!!!!! Отличная идея!!!!
Кирочка, десерт просто великолепен, а от фотографий глаз не отвести. Так что, не наговаривай на себя. Все у тебя получилось просто изумительно!!!	Светлана я красная,как помидор Спасибо большое!!!Спасибо за добрые слова
Кира,очень красивый десерт.Любой стол украсит.Фотки класс!	Спасибо
Кира обалденный десерт!!! Эффектно,изысканно и в тоже время просто!!! Спасибо,Кирочка!!!	Елена спасибо,что заглянула Надеюсь идея пригодится
Огромное Вам спасибо)	спасибо за отличный рецепт!
спасибо за отличный рецепт!	На здоровье!!
Действительно, красиво, нарядно, необычно и несомненно вкусно!!	Спасибо за внимание!
Какои интересный десерт!	Да!
Надо будет поискать миндальную муку, а кунжутная не пойдёт?	Пэкспериментируйте! правда, у вас получится другой вкус...
Мария!!!Какую прелесть вы для нас принесли	Да, Сюзанна, угощайтесь
Представляю,как это должно быть вкусно	очень вкусно
А если еще и хлебушек свой	То получится пирожное
Вопрос о кондитерском шоколаде..	Сюзанночка, тут я не помогу я использовала обычный горький шоколад, уверена - это не критично
это не критично	Раз у Вас(тебя) получилось с обычным,он не расслоился,послушно соеденился в ЭНТУ прЭлесть,будем дерзать!
будем дерзать!	Сюзанночка, успехов! У тебя получится, я уверена
Скажи, ванильный сахар вместо ванили на каком этапе добавляется?	Ириш, я не добавляла т.к. ваниль содержися в шоколаде, но думаю ванилин лучше добавить к концу варки, чтобы аромат не выпарился.
Как нибудь попробую приготовить	, Ирочка, не пожалеешь!!
Забацаю	Маша, какая вкуснятина!
Маша, какая вкуснятина!	Да, Оленька, очень вкусная намазка
Забираю! Спасибо!	И тебе спасибо, что заглянула
Приготовлю в ближайшее время	Lunetta
Маша,вкуснятина	Да уж, а на завтрак - волшебно!
!в этот раз без орехов,лениво было за ними идти	без орехов не менее вкусно
Маш,я у тебя поселилась	в этот раз снова без орехов,но добавила больше шоколада
в этот раз снова без орехов,но добавила больше шоколада	Вкуснотень А какие формочки замечательные!!! давно на такие глаз положила
,крупинок пока не чувствуется,завтра посмотрим	вот не пойму в чем причина кристаллизации.. возможно лишнее кол-во сахара..
я просто читала,что патоку для того и добавляют	ЛЕНА!!!! Ну как же я тебе благодарна Буду знать
Ты в пакете сухое брала?	Да, моя ленивая душа выбрала вариант попроще . Да и компотиков не имеется, всё, что было заготовлено уже съедено и выпито.
Для основы мы возьмем всю выпечку,которую не успели съесть,которая надоела или ту,которая не получилась,а так же обрезки тортов,оставшееся печенье и прочее. Какой практичный рецепт! И очень вкусный - шоколад, апельсин, ликер!!! Замечательно!	Очень пригодится на Новогодние праздники.
Они очень вкусные	Даже очень-очень!!!!!!!!
Сразу видно,что очень вкусно, а главное натурально и ребенку дать не то, что не страшно, а очень даже полезно!!!!!!!!!!!!!!!!!!!!	Виктория, спасибо за такой классный рецепт
упер, то что нам как раз надо, а то моя капризнуля не есть творог в чистом виде, зато с шоколадом слопает мигом, завтра хочу попробовать сделать. Спасибо Виктория	Ириша буду жадать тебя завтра,надеюсь тебе понравится!
Тори.я	Виктория, Вы прочитали мои мысли? Я хотела выложить такой же рецепт!!! Правда! Только была мысль сделать, как творожную массу Но, подтверждаю, это очень вкусно!!!! Не любители творога кушают такую вкусняшку и не догадываются из чего она сделана
Какой сырочек красивый, Торичка! Зря грешишь на внешний вид Я тут тоже как-то делала сырочки домашние от Александра Селезнева, так у меня они точно страшные вышли Но слопала я их с большим удовольствием и чувством удовлетворения от того, что никакой химии в них нет Ну а твои сырочки наверняка ещё вкуснее! Это даже пирожное почти Викуся, продолжай радовать нас своими рецептами, они всегда интересные	Ларис спасибо тебе большое , я очень рада , что ты зашла и спасибо за поддержку !!!
Oтличная алтернатива пирожным!!!!	Вика,спасибо за рецептик!!!
Очень-очень-очень нравится рецепт!!! Такую каршошку я бы с удовольствием лопала каждый день! Спасибо!	Ирина спасибо за похвалу , можно и каждый день лакомится - я за!!!Только я бы заменила бы на менее калорийные продукты , как (обезжиренный творог,фруктозу , не жирное печенье....) И тогда можно каждый день себя баловать!
Викуля, какая же ты умница! Сколько мои дети уже съели покупных сырков - не счесть, а вот приготовить самим, даже и в голову не приходило... Спасибо тебе за спасительный рецепт!!!	Оксаночка очень надеюсь , что деткам понравится!Эта картошечка ни чем не хуже покупной, а главное обалденно вкусная и ещё и экономная!
"супер! я тоже очень люблю творожный сырок ""картошка"" даже не думала, что его можно сделать самой, причем очень несложно и быстро"	Вика, спасибо большое! забрала в закладки
Вика, вот спасибо! Позавчера моя дочка как раз запросила творожного сырка. Сказала, что на вашем сайте наверняка есть рецепты. А тут твой рецепт! В выходные побалю ее! Спасибо большое!!!!	Очень рада что рецептик нравится , я обажаю эти сырочки!!!
Ну и ну! Красота невероятная.	Блюда с творогом - гарантия отличного вкуса, так что забираю рецепт с удовольствием!
Единственное, вопрос появился.	Я так поняла, глазурь Вы делали по рецепту Тамары?
А глазурь с какао нужно делать строго по рецепту и ни на грамм ошибаться ,иначе глазурь будет жидкой и не застынет!	Ну что ж, тогда запасусь мерными ложечками и вперед!
Виктория, какая красота!!! Этот рецепт, отличная замена магазинным сыркам... От них пользы куда уж больше будет... И вкусней намного получится!!! Обязательно как-нибудь сделаю для младших братишки и сестренки, думаю им очень понравится!!!	Виктория, а сколько примерно сырков получается из этого количества массы?..
Очень нравится рецептик Вика спасибо	Наташа на здоровье, надеюсь попробуете!
Тори.я писал(а):	А глазурь с какао нужно делать строго по рецепту и ни на грамм ошибаться ,иначе глазурь будет жидкой и не застынет!
Ириша буду жадать тебя завтра,надеюсь тебе понравится!	Ну вот и я объявилась с отчетом Сначала фотки
Получилось очень и очень вкусно, то что нужно деткам, моей понравилось	Непременно будем делать еще не раз
А глазурь какую делала?	Делала ту что рекомендует Алия, ну очень нравиться с ней работать
Ну и жду с отчётом!!!	а вот и я
а вот и я	Катюша, красивые какие!!!
Это- тебе	Спасибо Аллусик!!!
И больше-не приду, пока не похудею..	Ой, а это ты зряяяяя...
Танюша ,я первая на компотик!!!	Чему я очень рада !
Тыкву люблю и приготовлю по твоему рецепт	Галя, а ты чего не спишь ? Сколько у вас времени ? Ну ладно я полуночница , но нормальные люди уже спят.
ты чего не спишь ? Сколько у вас времени	у нас 3.15 ночи.
да чего же красиво !!!! а то что вкусно нет сомнений, спасибо..	Я тут мучалась что из тыквы приготовить, а ты такую классную заготовочку выставила.
Я тут мучалась что из тыквы приготовить, а ты такую классную заготовочку выставила.	Надюша ! Я бы наверное до сих пор не выставила , если бы у меня не поробовали девочки . Уж больно Танюше понравилось и она попросила меня поторопиться с рецептом !
а не спится -доча на дискотеке и мамаше не спится - бродит по сайту и забирает в закладки рецепты и ждёт звонка	Знакомая картина, Галечка !
Вот и твой рецептик прихватила	Очень рада !
я первая на компотик!!!	Не успела.......
Вот по просьбе Тани наконец я отважилась.	Спасибо Татьяна что выставила рецептик!!!!
И конечно я тоже его уже сварила.	Молодец ! Ну всё успеваешь...и торты в выходные испечь и оформить , и с тыквами вот разделалась .
Просто стыдно признаться сколько я баночек этого компота у Ивановны сьела.	Приезжай ещё , я опять наварила . Вчера купила 2 тыквы ( по-моему это уже последние ...жаль ) . Баночек не хватило, надо ждать, чтобы остальное доварить.
"Приготовила под закатку, оставила немного попробовать. Кушала ""по инструкции"", когда остыло. Очень вкусно. Вот только резала на нарезке Бёрнера с лезвием, как стиральная доска в сов. времена. Кроме того, что вкусно, еще и красиво. Спасибо!!!"	тыкв созрело хоть и немного - шесть штук, но очень большие и надо порядковать.
тыкв созрело хоть и немного - шесть штук, но очень большие и надо порядковать.	А я вот жду сезона продажи тыкв .
Только вот в этот рецепт моя бабушка всегда добавляла корицу, гвоздику для аромата)))))))	Леночка ! Я на днях первую партию в этом году сделала и тоже внесла небольшие изменения , вернее добавила новшество .
Только вот в этот рецепт моя бабушка всегда добавляла корицу, гвоздику для аромата)))))))	"Да, а ещё - душистый перчик и лаврушку! Правда, это уже не совсем компот, а скорее просто маринованая тыква (без ванилина, конечно). Но очень вкусная!! здесь её называют ""эстонским ананасом"". Стоящая вещь, скажу я вам."
а ещё - душистый перчик и лаврушку! Правда, это уже не совсем компот, а скорее просто маринованая тыква (без ванилина, конечно). Но очень вкусная	Да тыква в любом виде хороша !
Стоящая вещь, скажу я вам.	Сонечка ! 100 % !
Хочу спросить ее и на зиму можно так закатывать?	Зиля ! Так это я и закатываю на зиму . Зима у нас правда не такая трескучая , но тыква хранится долго , в гараже на полочках .
Ну ооооочень вкусно	Любят тыковку не все , но любители оценивают !
В баночки не закрываю, а едим прямо сразу.	Танюша ! У нас тыква продаётся короткое время , вот я ловлю момент и заготавливаю про запас .
Правда уксуса не ложу,	Это я для кислоты , ну и чтобы подольше хранилась .
дыньку закрываю	А я вот дыньку не пробовала . Принцип такой же ?
А вот она, дынька	Спасибо !
а можно заменить уксус лимонной кислотой? Мне не нравится запах уксуса. Спасибо.	Валюша ! Сама я никогда не консервировала с лимонной кислотой , хотя в России многие мариновали огурцы , заменяя уксус аспирином . Тогда почему бы и не заменить его лимонной кислотой ?
