fist_phrase	reply
Леночка, зашла сказать спасибо,	Галина, на здоровье!
С наступающим новым годом Вас	С наступающим!
Спасибо огромное за оригинальный рецепт	Анечка, на здоровье! Рыбка, на самом деле очень вкусная получается!
Спасибо Вам огромное за такую вкуснятину	На здоровье, дорогая!
Муж в восторге!!!	Алёна30
Ну а это я с отчётом сегодня (8. 02.),когда всё было готово,Спасибо	Ирина, какая вкусненькая рыбка получилась! Спасибо большущее за отзыв и фотку!
спасибо за легкий и быстрый рецепт	Вероника, на здоровье!
Что я делаю не так? После морозилки соль осталась кристаллами. Полежала оттаявшей, я ее опять заморозила. Сейчас соль не чувствуется, запах очень хороший, напоминает сельдь пряного посола, которые ела в детстве! Горчицу добавила французскую. Правда, сельдь не очень оттаяла перед засолом, может дело в этом? Очень спешила, так хотелось вкуснятины)) Соли в следующий раз положу меньше, для меня очень солоно.	Сделала этот рецепт (очень уж люблю соленую рыбку) и видно тоже что-то не так,как наш автор. Была очень соленая начинка,кристаллы соли так и остались и хрустели на зубах,рыбка пахла приятно,но совсем не просолилась равномерно.
Была очень соленая начинка,кристаллы соли так и остались и хрустели на зубах	Специально разморозила скумбрию( замораживала 3 недели назад)- никаких кристалликов соли
не просолилась равномерно	Может рыбка не разморозилась окончательно - поэтому и соль кристаллами, и неравномерное просаливание
морозилке всегда лежит запас скумбрии	У меня тоже не переводится
600 гр. рыбы- это целая или потрошенная	У меня целая была. Удачи!
можно другую рыбку использовать	Конечно можно, но по вкусу не знаю как получится
Меня единственно что смущает, так это поломанный лавровый лист. Как с ним быть потом, при поедании? Насколько я поняла, он остается в рыбе.	Мы так просто убрали его и всё. Рыбку же не мороженую едим, она отошла от морозилки и всё легко убирается.
 морозилке лежит уже ТРИ!!!	А у меня четыре!!!
а у меня ДВЕНАДЦАТЬ	думаю,что больше можно ничего не писать
Елена, я с отчётом по вкуснейшей рыбке, нам очень понравилась.Спасибо!!!	ТаньЮсик
естественно не кожа , а што, для бульончика мона и кожу сварить - для навара-то самое то, в ней же много экстрактивных веществ, потом выловить и выкинуть!	.Фарш получается жидковатым, поэтому добавляем либо размолотые сухари, либо манную крупу. Я последнее время приспособилась вместо манки тереть крабьи палки. Они же с крахмалом, так что иногда можно даже яйцо не добавлять, лепятся и не разваливаются!
.Фарш получается жидковатым, поэтому добавляем либо размолотые сухари, либо манную крупу. Я последнее время приспособилась вместо манки тереть крабьи палки. Они же с крахмалом, так что иногда можно даже яйцо не добавлять, лепятся и не разваливаются!	Да уж, Нэличка!!! Твои котлетки, прямо скажу, не только в кризис есть! Их и на стол можно праздничный подать, не верю, что кому-то могут не понравиться!!!!!
а я что то их в последнее время не покупаю краб.палочки (полезности там мало, а деньги потратяться, а сейчас сама знаешь - кризис, Так вот... Я сама-то их вообще не люблю, а семья жизни без них не представляет.... Я раньше во все блюда, где рекомендовали использовать крабопалки, вместо них клала мясо криля. Теперь же, сама пишешь, кризис, не по карману мясо криля-то стало!	alena-solena
PS Ах, неуспела первой - Настюшка, шустрая пролезла вперед тети Оли	N@$tia
PS Ах, неуспела первой - Настюшка, шустрая пролезла вперед тети Оли	N@$tia
Доброго времени суток. Простите может быть за глупый вопрос, а с чем её можно подать, просто рис или картофель? Может быть посоветуете что лучше? Хочу в четверг сделать=)	Заранее огромное спасибо!
"Божественно""!!! А осьминоги не резиновые?"	не,мясо очень нежное и мягкое
оже,какая красота!!!!!!Как бы я хотела эту вкуснятину попробовать)))Жаль что у нас не найду качественных и свежих осьминогов)))	а мороженные продаются?
ак раз приглядела местечко новое где продают осьминогов	может в выходные схожу, закуплюсь и приготовлю
может в выходные схожу, закуплюсь и приготовлю	спасибо за рецепт, в закладки
Я помню ты писала за маленьких осьминожек.Кстати,приготовила с ними что нибудь?	"Да, добавила в рыбную солянку, но они там потерялись, поэтому в твоем салате с картофелем и яичком даже кальмары будут ""звучать"" более выразительно, чем осьминожки. Видимо здорово над ними поиздевались прежде, чем заморозить, а может и замораживали-размораживали. Я у нас только однажды покупала вкусных осьминогов в собственном соку, да и те, скорее всего, ни в какое сравнение не идут с теми, что продают у вас."
Я на завтра запланировала твои шницели.Потом отчитаюсь.	Жду с нетерпением твоих впечатлений.
а, добавила в рыбную солянку, но они там потерялись,	а у нас маленьких в продаже мало
идимо здорово над ними поиздевались прежде, чем заморозить, а может и замораживали-размораживали.	да поиздевались это факт!
Я у нас только однажды покупала вкусных осьминогов в собственном соку, да и те, скорее всего, ни в какое сравнение не идут с теми, что продают у вас.	в смысле консервированные в банках?
ду с нетерпением твоих впечатлений.	nata69
то просто шикарно, аж чувстую аромат! мечтааа, спасибо за рецепт))	Машенька и тебе спасибо,что заглянула!
Давно мечтаю побывать в Португалии, прогуляться по берегу Атлантического океана и попробовать национальной средиземноморской кухни.	Рита,мечты имеют привычку сбываться!
Обязательно попробую сделать. Спасибо	Леночка,спасибо за отзыв!
в смысле консервированные в банках?	Ага.
Ага.	а че,я бы тоже консервированных хотела попробовать
А как бы я хотела попробовать настоящих. Я согласна с утверждением, что блюда и продукты надо пробовать на их Родине, там они настоящие.	ага,точно
вообще очень люблю рыбу, морепродукты и о	ну ладно морепродукты,но с рыбой наверни проблем нет?
овощи	и с овощами тоже?
Хотя и у нас много своих плюсов.	не сомневаюсь!
но с рыбой наверни проблем нет?	это повод приехать сюда
это повод приехать сюда	Ты права. У нас дочь больше всего мечтает об Испании (вы ведь соседи?), но пока обстоятельства не пускают, и в этом году поездки откладываются.
замороженной нет,	ну хоть замороженная и то не плохо
С овощами тоже сейчас полегче, но большую часть года они привозные, выращенные неизвестно на чем, часто покупаю замороженные.	Оль,наверно и сажаешь овощи?
нас дочь больше всего мечтает об Испании (вы ведь соседи?),	ну раз мечтает,значит поедет
"Божественно""!!! А осьминоги не резиновые?"	не,мясо очень нежное и мягкое
оже,какая красота!!!!!!Как бы я хотела эту вкуснятину попробовать)))Жаль что у нас не найду качественных и свежих осьминогов)))	а мороженные продаются?
ак раз приглядела местечко новое где продают осьминогов	может в выходные схожу, закуплюсь и приготовлю
может в выходные схожу, закуплюсь и приготовлю	спасибо за рецепт, в закладки
Я помню ты писала за маленьких осьминожек.Кстати,приготовила с ними что нибудь?	"Да, добавила в рыбную солянку, но они там потерялись, поэтому в твоем салате с картофелем и яичком даже кальмары будут ""звучать"" более выразительно, чем осьминожки. Видимо здорово над ними поиздевались прежде, чем заморозить, а может и замораживали-размораживали. Я у нас только однажды покупала вкусных осьминогов в собственном соку, да и те, скорее всего, ни в какое сравнение не идут с теми, что продают у вас."
Я на завтра запланировала твои шницели.Потом отчитаюсь.	Жду с нетерпением твоих впечатлений.
а, добавила в рыбную солянку, но они там потерялись,	а у нас маленьких в продаже мало
идимо здорово над ними поиздевались прежде, чем заморозить, а может и замораживали-размораживали.	да поиздевались это факт!
Я у нас только однажды покупала вкусных осьминогов в собственном соку, да и те, скорее всего, ни в какое сравнение не идут с теми, что продают у вас.	в смысле консервированные в банках?
ду с нетерпением твоих впечатлений.	nata69
то просто шикарно, аж чувстую аромат! мечтааа, спасибо за рецепт))	Машенька и тебе спасибо,что заглянула!
Давно мечтаю побывать в Португалии, прогуляться по берегу Атлантического океана и попробовать национальной средиземноморской кухни.	Рита,мечты имеют привычку сбываться!
Обязательно попробую сделать. Спасибо	Леночка,спасибо за отзыв!
в смысле консервированные в банках?	Ага.
Ага.	а че,я бы тоже консервированных хотела попробовать
А как бы я хотела попробовать настоящих. Я согласна с утверждением, что блюда и продукты надо пробовать на их Родине, там они настоящие.	ага,точно
вообще очень люблю рыбу, морепродукты и о	ну ладно морепродукты,но с рыбой наверни проблем нет?
овощи	и с овощами тоже?
Хотя и у нас много своих плюсов.	не сомневаюсь!
но с рыбой наверни проблем нет?	это повод приехать сюда
это повод приехать сюда	Ты права. У нас дочь больше всего мечтает об Испании (вы ведь соседи?), но пока обстоятельства не пускают, и в этом году поездки откладываются.
замороженной нет,	ну хоть замороженная и то не плохо
С овощами тоже сейчас полегче, но большую часть года они привозные, выращенные неизвестно на чем, часто покупаю замороженные.	Оль,наверно и сажаешь овощи?
нас дочь больше всего мечтает об Испании (вы ведь соседи?),	ну раз мечтает,значит поедет
савойская скоро вырастет?	Конечно, сажаю, у нас частный дом, грех свое не выращивать. А савойская еще совсем маленькая, я ее только высадила, будем ждать месяца через 1,5-2. Раньше всех поспевает пекинская. На следующий год тоже планирую ее где-то в феврале-марте в горшочки посадить, чтобы вместе с ранней поспела.
мы на две этих страны живем	Тогда получается на три (у тебя ведь в подписи еще Краснодар).
Конечно, сажаю, у нас частный дом, грех свое не выращивать	это да,тут уж сам Бог велел!
А савойская еще совсем маленькая, я ее только высадила, будем ждать месяца через 1,5-2. Р	понятно!
На следующий год тоже планирую ее где-то в феврале-марте в горшочки посадить, чтобы вместе с ранней поспела.	Тогда получается на три (у тебя ведь в подписи еще Краснодар
Тогда получается на три (у тебя ведь в подписи еще Краснодар	Краснодар-моя родина,но там к сожалению редко бываю
потом оторвешься голубцами из этой капустки	Как только появится в продаже, куплю, уже аппетит на нее разыгрался.
этим летом наведуюсь	Здорово приехать посетить родные края!
Как только появится в продаже, куплю, уже аппетит на нее разыгрался	nata69
"Осминоги... ""родные лица""!"	аталочка, очень понравилась идея с запеканием, а то мой супруг все больше их на bbq или в seafood salad!
аталочка, очень понравилась идея с запеканием, а то мой супруг все больше их на bbq или в seafood salad!	Леночка,попробуй и этот способ приготовления осьминога.Очень вкусно.
вои рецептики у меня в особой копилочке.Всегда слежу за твоими новинками. Португальская кухня- яркая, вкусная и разнообразная. Без твоего соуса-маринада из красной паприки не обходится теперь ни одно bbq. Вот таааааакой тебе огромный спасиб через окeaн	Леночка,спасибо огромное!
меня не обошлось без инноваций	картофель был молодой, но крупный и я его разрезала пополам, плюс присыпала сверху паприкой (мы так любим)
картофель был молодой, но крупный и я его разрезала пополам, плюс присыпала сверху паприкой (мы так любим)	отличная импровизация!
взяла чоризо пополам с обрезками хамона иберико (вчера очень удачно была скидка в испанском дворике)	молодчина!
вместо просто свежих помидор взяла 1 помидор и 150 грамм протертых томатов без кожи	отлично,сочнее и соуса побольше должно быть
это невероятно вкусно	сидели и ощущения были, что мы не в подмосковьи, а где то на побережьи
а чем запивали всю эту прелесть?	для самого блюда купила бутылку вина белое сухое Соаве Монтичелли (Италия), потратив полстакана для готовки остальное было выпито
а где вы нашли в продаже осьминогов, поделитесь? )	делюсь
для самого блюда купила бутылку вина белое сухое Соаве Монтичелли (Италия), потратив полстакана для готовки остальное было выпито	"можно застать в сети ""Ашан"" на льду лежат в рыбном отделе, только там обычно мелковаты по 700 грамм штука и при варке - это всего нечего (увариваются) - на двоих от силы"
"можно застать в сети ""Ашан"" на льду лежат в рыбном отделе, только там обычно мелковаты по 700 грамм штука и при варке - это всего нечего (увариваются) - на двоих от силы"	"2. этого 2 килограммового красавца я нашла в рыбном отделе в ""одинцовском подворьи"" - центральный рынок в г. Одинцово, только в 1 месте из двух рыбных холодильных рядов."
Добрый день. подскажите-может я не поняла- осьминога класть в пустую кастрюлю? совсем без воды?	Татьяна,да,осьминог кладется в пустую кастрюлю и ставится на плиту,накрытый крышкой.Он выделяет много жидкости и хорошенько в ней варится.На среднем огне.
ясно..спасибо большое за ответ...очень хочу попробовать такую вкуснотень	удачи,если надумаешь приготовить
снова я	добавила к картофелю кабачок крупными брусочками и он конечно пустил сок, получилось много бульона, но вкусно очень
добавила к картофелю кабачок крупными брусочками и он конечно пустил сок, получилось много бульона, но вкусно очень	и готовила по вашему осьминога в собственном соку - мясо вышло солоноватым - вкус океана
Будем искать осьминогов . Очень люблю всяких морских гадов )))). Скажите а картофель надо добавлять вареный или сырой?	удачи в поиске!
Я засомневалась как раз таки прочитав в ингридиентах . Бывает же иногда смотришь в книгу, а видишь совсем не то что там написанно	конечно бывает...сама такая
Вчера спросила в ближайшем Ашане-у них никогда не бывает . Жаль. Придется видимо в Одинцово съездить, туда где выше рекомендовали. Уж больно понравилось ваше блюдо	да,да,девочки,живущие в Москве как-то умудряются найти эгого гада
в португалии обычно готовят намного проще	я это блюдо ела именно в ресторане,где подают его наравне с тем,который жарят на гриле
дома некоторые запекают именно в духовке с картофелем	вот как раз-таки именно только с картофелем и иногда капусту или рис могут добавить. а перец, помидоры, лук... и чтобы они всё это предварительно жарили или варили картошку...ну ни разу не видела...
а перец, помидоры, лук... и чтобы они всё это предварительно жарили или варили картошку...ну ни разу не видела...	этот рецепт от шеф-повара,а у них,как известно,рецепты более сложнее и вкуснее
хотя, может вы с севера португалии - я там 13 лет не была и не помню (((	мы территориально в Лиссабоне
"Наташа Я к тебе с ОГРОМНОЙ СПАСИБКОЙ!!!!!!!!! Такой великолепный осминожка у меня получился))) мягонький, сочный, ароматный...я влюбилась в рецепт и теперь это будет одна из моих постоянных ""вкусняшкой"")))"	[URL=http://forumsmile.ru/cards/staryj-novyj-god][/URL]
Наташенька!!!! Я же проштудировала все твои рецепты и пришла к выводу что этот рецепт нужно пробовать первым))))а потом уж все остальные))) и второй вариант осьминога и салатики у меня на очереди)))) так что жди в гости и не раз.... знаешь как это бывает распробуешь вкус чего нибудь ....и пошло поехало....пока не наиграешьеся с разными рецептами не успокоишься)))))	А гости у меня очень деликатно спросили хочу ли я сохранить все остатки осьминога)))) подразумевая что они бы не прочь все забратьдомой в контейнере)))))))))) Так что твой рецепт просто улетел!!!!!!!!
ааааа,так ты для гостей готовила?	отличный выбор!
я часто готовлю осьминога,если хочу кого то удивить	я это тоже поняла когда выставила на стол)))) всем таккк понравилось))) да и мне тоже...можно сказать очень полюбилось)))
даже те,кто от незнания с опаской относился к этому морскому гаду	на здоровье,Иечка,еще раз!!
на здоровье,Иечка,еще раз!!	Island Girl
	хорошая компашка подобралась!
хорошая компашка подобралась!	спасибо,Иечка,еще раз за доверие по отношению к моим рецептам
спасибо,Иечка,еще раз за доверие по отношению к моим рецептам	Натуль, ты же знаешь что ты мой Кулинарный Ангел))))
Натуль, ты же знаешь что ты мой Кулинарный Ангел))))	nata69
давно не заглядывала (это не значит, что рецепт у меня не прижился: прочно поселился на нашей кухне	я под итальянский манер не запекаю, а делаю на горячей сковородке и подача такая же, не запекаю, а припускаю в соусе, без картофеля, но овощей больше и добавляю каперсы, оливки, палочку сельдерея
И снова я	Невероятно вкусно и сейчас осьминога стало проще добыть у нас)
nata69	И снова я...
Шашлычки из лосося и креветок	Наташ! Какая подача!!!!!!!!!!!!!!
Наташ! Какая подача!!!!!!!!!!!!!!	Спасибо за науку
Очень красиво и, несомненно вкусно	ага,еще и с пивом
Натуся я в обмороке!!!!!!!	это то о чем я думаю?
эту вкусняшку делают в воке?	наши самые самые любимые вкусняхи
ага,именно эта вкуснятина	надо было немного понаблюдать за тем,как они готовят и разузнать о соусе и вуа ля,готово!
о давай фотку хоть полюбуюсь	надо сковородку гриль купить в икее видела и не взяла
Натуся зажарила я эти шашлычки в духовке	это очень очень вкусно а так все просто
	Сашуня,на здоровье
а как же!	с ним родимым
Натуся я жду рецепт каралатиц ты обещала	ужасно хочу попробовать
да все никак руки не доходят	надо написать,фотки есть
ты знаешь мое отношение к ним	хочу сама приготовить это такая вкусняшка
понимаю!	может на следующей неделе выложу
Натуся не нашла рецептик!!!!	Саш,каюсь,до сих пор не выложила...забыла
Саш,каюсь,до сих пор не выложила...забыла	у меня в морозилке каракатицы скучают
у меня в морозилке каракатицы скучают	скоро найдешь им применение,обещаю
Шашлычки из лосося и креветок	Наташ! Какая подача!!!!!!!!!!!!!!
Наташ! Какая подача!!!!!!!!!!!!!!	Спасибо за науку
Очень красиво и, несомненно вкусно	ага,еще и с пивом
Натуся я в обмороке!!!!!!!	это то о чем я думаю?
эту вкусняшку делают в воке?	наши самые самые любимые вкусняхи
ага,именно эта вкуснятина	надо было немного понаблюдать за тем,как они готовят и разузнать о соусе и вуа ля,готово!
о давай фотку хоть полюбуюсь	надо сковородку гриль купить в икее видела и не взяла
Натуся зажарила я эти шашлычки в духовке	это очень очень вкусно а так все просто
	Сашуня,на здоровье
а как же!	с ним родимым
Натуся я жду рецепт каралатиц ты обещала	ужасно хочу попробовать
да все никак руки не доходят	надо написать,фотки есть
ты знаешь мое отношение к ним	хочу сама приготовить это такая вкусняшка
понимаю!	может на следующей неделе выложу
Натуся не нашла рецептик!!!!	Саш,каюсь,до сих пор не выложила...забыла
Саш,каюсь,до сих пор не выложила...забыла	у меня в морозилке каракатицы скучают
у меня в морозилке каракатицы скучают	скоро найдешь им применение,обещаю
скоро найдешь им применение,обещаю	жду Натуся не дождусь
nata69	Наташенька, это был очень вкусный шашлычок!
Натуся от последней фотки можно слюнями захлебнутся.	Надо срочно повторить шашлычок.
не говори!	сама знаешь,откуда фотка
Опять делали наши любимые шашлычки.На этот раз на мангале у друзей.	Все были в восторге.Делали на больших шампурах кусочки были большие и креветки брали огромные.
Натуся ела бы и ела вкусняшку.	Спасибочки за шикарный рецептик.
Вчера для гостей постаралась.Они были в восторге от шашлычков.В этот раз между рыбкой и креветками грибочки нанизала.	Надо было использовать чтобы не пропали.
на здоровье,Саш!	молодец,вкусно гостей накормила
Да Натуся с грибочками нам тоже понравилосъ.Думаю можно в следующий раз кусочки зукини нанизатъ.	Овощи такие ароматные получаются мммм вкусняшка.
Сделала в духовочке шашлычок с зукини.	Действительно супер вкусно.Перчик лук и зукини с креветочками и рыбкой супер пупер сочетание.
Натуся составляю меню для гостей у свекрови.Она потребовала включить шашлычок.Будем на мангале жарить.	здорово,удачи!
Ирина, принимай и мой отчет	Ну очень вкусно Большое спасибо за рецепт
[URL=http://fastpic.ru/][/URL]	Ирусик,привет!Выкладываю рыбку по твоему рецепту.Сегодня снимали пробу. Очень душевненько.Взяла на вооружение.Потом с тобой поделюсь рецептиком пряной скумбрии,очень вкусненько тоже!
"Не люблю жареного толстолобика за специфический ""речной"" запах..Но вот кусок есть, решила попробовать посолить, вчера засолила, сейчас пойду ""жамкать"" приправы и делать дальше"	Надеюсь Вам понравится!
Спасибо за рецепт! После того, как друзья мужа отведали рыбку, приготовленную по этому рецепту - я среди них слыву знатной хозяйкой! А их жены рецептик выведывают	На здоровье, пусть друзья завидуют,что у Вашего мужа жена супер повар!!!
"Детство провела в Херсонской области, в ""рыбном"" селе. Такая рыбка там была у всех на праздничных столах в огромных тазико-мисках и по два экземпляра, на оба конца стола. Так вот, как по мне, это было самое вкусное блюдо на столах =) Какое там оливье! В большинстве случаев, передо мной на столе стояла тарелка, наполовину наполненная пюрешкой, а другую половину занимала эта рыбка =) Но как они её готовили - не знала, просто уплетала за обе щёки и было вкусно =) Готовили так разную рыбу - пробовала и карпа, и ляща, и судака, и пузанков - с толстолобиком получается очень вкусно, да."	Выросла, уехала и забыла этот вариант приготовления. Спасибо Вам, что напомнили и спасибо за рецепт! Сегодня же займусь засолкой =)
Ириша, благодарю.	Я только что засолила это Творчество
оооочень душевненько	Классный рецепт
Классный рецепт	На здоровье!!!
очень вкусная рыбка получается. спасибо	На здоровье!!!
Ирина, принимай и мой отчет	Ну очень вкусно Большое спасибо за рецепт
[URL=http://fastpic.ru/][/URL]	Ирусик,привет!Выкладываю рыбку по твоему рецепту.Сегодня снимали пробу. Очень душевненько.Взяла на вооружение.Потом с тобой поделюсь рецептиком пряной скумбрии,очень вкусненько тоже!
"Не люблю жареного толстолобика за специфический ""речной"" запах..Но вот кусок есть, решила попробовать посолить, вчера засолила, сейчас пойду ""жамкать"" приправы и делать дальше"	Надеюсь Вам понравится!
Спасибо за рецепт! После того, как друзья мужа отведали рыбку, приготовленную по этому рецепту - я среди них слыву знатной хозяйкой! А их жены рецептик выведывают	На здоровье, пусть друзья завидуют,что у Вашего мужа жена супер повар!!!
"Детство провела в Херсонской области, в ""рыбном"" селе. Такая рыбка там была у всех на праздничных столах в огромных тазико-мисках и по два экземпляра, на оба конца стола. Так вот, как по мне, это было самое вкусное блюдо на столах =) Какое там оливье! В большинстве случаев, передо мной на столе стояла тарелка, наполовину наполненная пюрешкой, а другую половину занимала эта рыбка =) Но как они её готовили - не знала, просто уплетала за обе щёки и было вкусно =) Готовили так разную рыбу - пробовала и карпа, и ляща, и судака, и пузанков - с толстолобиком получается очень вкусно, да."	Выросла, уехала и забыла этот вариант приготовления. Спасибо Вам, что напомнили и спасибо за рецепт! Сегодня же займусь засолкой =)
Ириша, благодарю.	Я только что засолила это Творчество
оооочень душевненько	Классный рецепт
Классный рецепт	На здоровье!!!
очень вкусная рыбка получается. спасибо	На здоровье!!!
Спасибо за рецепт!	На здоровье!!!
сколько можно хранить такую рыбку?	Я думаю до недели точно!
Рецепт замечательный.	Огромное спасибо за доверие!
Единственное, обязательно использовать лимонную кислоту, уксус нельзя? Как-то у нас в семье она не практикуется.	Именно этот рецепт я никогда с уксусом не пробовала делать. Хотя никуда больше лимонную кислоту не применяю. Да и для этого рецепта я уменьшила ее количество по сравнению с тем, что было у автора. Конечно растительное масло смягчает маринад, но мне показалось с изначальным количеством кисловато.
Я собираю рецепты засолки рыбы.	Очень рада, что помогла пополнить копилочку
Спасибо за рецепт такой вкусной селедочки	Огромное спасибо за внимание к рецепту
думаю она мне очень понравится	Я надеюсь, что так и будет
обязательно приготовлю!	Буду ждать отзывов
Очень понравился рецепт,	Наталия, огромное спасибо за внимание и доверие к рецепту. Надеюсь, что я не подведу Всегда очень боязно, что кому-то не понравится, хотя понимаешь, что на вкус и цвет....но хочется, чтобы все было хорошо
сразу приготовлю, как получится купить приличную свежемороженую сельдь!	Буду ждать впечатлений
Валечка, спасибо за твой вариант,	И тебе, дорогая, спасибо за отзыв!
будем пробовать	А я буду ждать впечатлений!
а лимонная кислота какая ??? - сухая в кристаллах или жидкая ???	У меня сухая. Вот такая
Валечка, приготовила я твою селёдочку,	Ой, как же я рада
бесподобно получилось	Хорошо, что понравилось
я очень довольна рецептом,	А я-то как довольна, что рецепт пригодился, просто словами не описать
фото выложу попозже	Буду ждать
вкус - обалденный	весь процесс приготовления её – как раз для меня (не «заморочно», что я люблю )
весь процесс приготовления её – как раз для меня (не «заморочно», что я люблю )	Это тоже немаловажный факт, что тебе понравилось не только ее кушать, но и готовить!
Спасибо	И тебе, дорогая, спасибо за обалденные фото Утащила себе кусочек!
Это тоже немаловажный факт, что тебе понравилось не только ее кушать, но и готовить!	"Да, и готовить раньше я сначала покупала солёную селёдку, потом чистила её и сервировала её с лучком, добавляла масло и уксус... а теперь сразу получается как бы ""два в одном"" - и засолочка и сервировочка за один раз ..."
Утащила себе кусочек!	Угощайся на здоровье ещё раз благодарю
"как бы ""два в одном"" - и засолочка и сервировочка за один раз"	Мне тоже нравится этот рецепт тем, что достаешь из баночки уже все готовое, только на тарелочку выложить и можно подавать к столу!
ещё раз благодарю	Всегда пожалуйста
Валентина, приготовила селедочку по вашему рецепту. Очень вкусно	Я очень рада, что понравилось! Это так приятно
я сахара положила пол ложки.	Конечно же специи можно регулировать по своему вкусу Я, например, кладу меньше лимонной кислоты, чем было в изначальном рецепте. Так что замечательно, что рецепт живет и может порадовать людей с разными вкусами!
