fist_phrase	reply
Борщ без чабреца варить!	Значит, он в дерево ножи кидает.,,,,,,
что тебе тарелку борща выхлебать.	-Боялись, но всё же пришли?,,,,,,
пьёт утренний кофе в нашем ресторане. Какими судьбами?	-У меня дела неподалёку.,,,,,,,
-Спасибо. -А что Пузырь? Завтракал?	-Да. У него полноценный рацион.,,,,,,,
"-Сытый,"" значит. А что ж он обувь-то жрёт?"	"-Это не Пузырь."",,,,,,"
"-Старик,"" ну что сидишь? Насыпь даме каши."	"-Дамы у вас в карточной колоде."",,,,,,"
Мясо невозможно жрать - оно же сухое!	-Нормальное мясо. Что ты придираешься?,,,,,,,
-Нормальное мясо. Что ты придираешься?	-Я ещё даже не начинал придираться. Я не хочу нормального.,,,,,,,
"-Серьёзно. Примеси совсем незначительные,"" можно хоть пить."	"-Э"",,,,,,"
"-Суховата. Досадно. Но на банкете этого блюда не будет,"""	"повару сделаем выговор."",,,,,,"
-Сегодня не могу. Нужно кормить будущего мужа ужином.	-Да, верно. Тогда вот вам моя визиточка. Звоните.,,,,,,
За тортиком сейчас сбегаю. -А пирожки с мясом в пекарне есть?	-И с мясом, и с капустой - всё есть. -Прищепочку снимите.,,,,,,
"-И с мясом,"" и с капустой - всё есть. -Прищепочку снимите."	"-Да. Только за ним посмотрите. -Хорошо"",,,,,,"
#NAME?, привет. У нас с тобой сегодня будет праздничный ужин,,,,,,	
"живота не будет. У меня романтический ужин намечается,"""	"а мне столько надо приготовить. -Хорошо"",,,,,,"
Ну чего у нас на ужин? -Старик.	-Минутная готовность.,,,,,,,
"-Вот-вот. Давай дуй. Как говорится,"" самим жрать нечего."	"-Петя"",,,,,,"
Вот. Я смонтировал, только как он сидит как истукан,,,,,,	
-Где борщ?	-Кончился.,,,,,,,
"Хорошенько отдохнуть,"" и желательно без выпивки."	"-Но ведь кома у неё невозвратная! Жена этого мента никогда не очнётся!"",,,,,,"
У них там скоро жрать нечего будет, недаром там марсоход катается,,,,,,	
-А есть чего покушать? Котлетки у тебя есть?	Пойдём.,,,,,,,
"Ладно,"" садись завтракать."	"-Хорош."",,,,,,"
-Я могу предложить вам обед? Или вы торопитесь к жениху?	-Нет, я не спешу,,,,,,
"-Хорошо, давайте на ""ты"". Если не придётся пить на брудершафт."	-Не думайте обо мне так плохо. -Тогда за дружбу.,,,,,,,
В полиции сейчас как раз обед. -Мы никуда не поедем.	Сергею Викторовичу нужна медицинская помощь. Он пусть едет.,,,,,,,
-Что это? Вроде не пили ещё.	-Я такого никогда в жизни не видел.,,,,,,,
Давай завтракать.	-Так красиво. Если честно, я первый раз здесь,,,,,,
-Ну, не нужно сарказма,,,,,,	
А вы чего не пьёте? -Спасибо.	-Сейчас бы хорошо борща.,,,,,,,
-Сейчас бы хорошо борща.	ТЕЛЕФОННЫЙ ЗВОНОК,,,,,,,
"Ленке в принципе пить нельзя,"""	"она на антидепрессантах уже три года."",,,,,,"
"Цены-то на мясо одни и те же,"""	"а вино не бесплатно."",,,,,,"
-Первые три месяца ресторан съедал все вложенные деньги.	Но он думал, что это нормальные проблемы роста.,,,,,,
Ну, ковёр был безнадежно испорчен - пятна от еды,,,,,,	
А сегодня пропало мясо.	Кто-то бессовестно ворует продукты с кухни.,,,,,,,
Да, всё съели - прекрасно... -Посмотрел везде,,,,,,	
"Тебе нужно будет просто прийти на ужин,"""	"передать некую сумму на благотворительность."",,,,,,"
"-А поужинать? -Нет,"" спасибо."	"Кстати"",,,,,,"
"то не было бы ни шампанского,"" ни еды на столе."	"Что"",,,,,,"
Пить много вредно.	-Товарищ майор, задержанный. -Заводи.,,,,,,
"-Ну что,"" тогда поехали ко мне. Мясо в погреб бросим."	"Потом в сельпо"",,,,,,"
"Старик такую кашу готовит,"" закачаешься."	"-А как я готовлю"",,,,,,"
-Кушанье из гречневой каши...	с творогОм. -С твОрогом.,,,,,,,
"#NAME?,"" ищи! -Недаром казённую кашу ест."	"Только ты с пригорка"",,,,,,"
"#NAME?,"" мясо уже в погреб отгрузили."	"Эй"",,,,,,"
Когда вы с ней встречаетесь? -После обеда.	-Вот и отлично.,,,,,,,
-За меткую стрельбу пусть пьют биатлонисты.	А мы с вами выпьем за охотничье чутьё.,,,,,,,
-А чего перегаром-то вам разит на 3 километра? Пили, что ли,,,,,,	
Я выпью? -Пей, Коля,,,,,,	
"Но не лечит ничего. Пей,"" пей."	"Давай лечиться народными методами. Мы же на природе."",,,,,,"
-Я к тебе с тортиком. И с фруктами. Тебе ведь полезно сейчас.	Пока твоего благоверного нет, будем лопать всё,,,,,,
"Она всю дорогу активированный уголь пила,"" живот у неё болел."	"Он и блокировал действие. -Понятно."",,,,,,"
-Я пить хочу.	-У вас попить есть? -Идёмте.,,,,,,,
"Спасибо богам за эту пищу,"""	"за этот воздух"",,,,,,"
"-Пили? -Саня,"" чайку с липой выпьешь?"	"-Чаёк с липой. -Ну"",,,,,,"
и холодную закуску на ваш выбор.	-Понятно.,,,,,,,
"-А то. Пострадал человек,"" рыбак. Рыбки съел из реки."	"Если бы эта гадость попала в водопровод"",,,,,,"
Ты пил?	Мы же договаривались.,,,,,,,
"-Ладно,"" выпьем и больше пить не будем."	"-Вашу руку"",,,,,,"
Я хочу выпить. Пейте.	А вы так со всеми женщинами галантны или только со мной?,,,,,,,
Налейте мне вина. Я хочу... я хочу пить вино.	Вы знаете...,,,,,,,
"Давай я тебе чай принесу. Доктор говорит,"" тебе нужно пить чай."	"-Давай."",,,,,,"
-Сашка, ты скоро? Завтракать собираешься?	Лина ждёт тебя голодная. -Спасибо.
СМЕЁТСЯ Ладно, завтракайте.	Приятного аппетита.
-А я чай недавно пила.	-Правда. Я воду из фильтра брала.
-А борщ-то не сварен. -Хватит издеваться.	Да, борщ-то и не сварен.
Да, борщ-то и не сварен.	Сегодня котлеты на ужин.
Сегодня котлеты на ужин.	Хочешь поболтать - поехали со мной. -Поехали.
-Тоже воду из-под крана пила? -Чай.	-Нет отравления. Сейчас поедем в больницу,
Теперь прошу попить-покушать.	Извини за вопрос, но всё равно спрошу.
-А пить хочешь? -Выпил бы, если честно.	-Ну вот, верные симптомы бешенства. -Угу.
-Надо много пить и не двигаться. -Это гадюка, я со школы помню.	-Давай. -Да, видели твою обидчицу.
-Поэтому не пьёшь? Типа спортсмен?	-Нет, со спортом давно завязал.
На рынке абрекам фрукты-овощи поднеси, отнеси.	Или очко кому новое выкопаешь за литрашку или даже полтора.
Вы чай с сахаром пьёте? -Без.	ТРЕВОЖНАЯ МУЗЫКА
-Да вижу я, что отравление. Что ели, пили, когда?	-Ну выпили мы немного, честное слово, немного, грамм по сто.
нечего было пить за рулём. И этих дураков слушать.	-Вы поймите, если мы составим грамотно иск, вы можете получить
Ко мне сегодня поступил пациент, съевший рыбу, которую выловил	из реки, чуть выше водозабора очистных сооружений.
-Я не пью. И Зина тоже.	Мы вместе закодировались, когда решили Ваську запланировать.
-А вы любите вчерашний борщ?	-Обожаю, но не сегодня.
Кушайте на здоровье -Спасибо, Люба.	-Пожалуйста, Оленька.
-Приглашаете малознакомого мужчину на борщ...	А потом, я не верю, чтобы красивая женщина в вашем возрасте
-Так я же ничего не сказал -Зато я сказал. Пей компот.	-Алён, дай сказать два слова. Пожалуйста.
-Может быть, зайдёте на ужин?	-Всё-таки решили затмить борщом школьный рассольник тёти Любы?
-Всё-таки решили затмить борщом школьный рассольник тёти Любы?	-Спасибо.
-Вы ешьте. Борщ остынет.	-Извините, я не могу.
что для того, чтобы ребёнок родился здоровым, вы бросили пить.	До этого вы употребляли. -Вы что, издеваетесь, что ли?!
-Слушай, ты в борщ чабрец-то положила?	-Нет.
-Всё! Считай, пропал борщ. -Думаете?	-Ну! Ты кушай, кушай. Мне это не мешает.
-Ну! Ты кушай, кушай. Мне это не мешает.	Только без чабреца борщ не борщ.
Только без чабреца борщ не борщ.	Я тебе в следующий раз принесу... -Извините, как вас?
закроем тему борща. Что там у вас произошло? Говорите.	-Так вот. В тот день, когда Васеньку-то убили...
Борщ без чабреца варить!	Значит, он в дерево ножи кидает.
что тебе тарелку борща выхлебать.	-Боялись, но всё же пришли?
пьёт утренний кофе в нашем ресторане. Какими судьбами?	-У меня дела неподалёку.
-Спасибо. -А что Пузырь? Завтракал?	-Да. У него полноценный рацион.
-Сытый, значит. А что ж он обувь-то жрёт?	-Это не Пузырь.
-Старик, ну что сидишь? Насыпь даме каши.	-Дамы у вас в карточной колоде.
Мясо невозможно жрать - оно же сухое!	-Нормальное мясо. Что ты придираешься?
-Нормальное мясо. Что ты придираешься?	-Я ещё даже не начинал придираться. Я не хочу нормального.
-Серьёзно. Примеси совсем незначительные, можно хоть пить.	-Э, не надо, не надо. Верю.
-Суховата. Досадно. Но на банкете этого блюда не будет,	повару сделаем выговор.
-Сегодня не могу. Нужно кормить будущего мужа ужином.	-Да, верно. Тогда вот вам моя визиточка. Звоните.
За тортиком сейчас сбегаю. -А пирожки с мясом в пекарне есть?	-И с мясом, и с капустой - всё есть. -Прищепочку снимите.
-И с мясом, и с капустой - всё есть. -Прищепочку снимите.	-Да. Только за ним посмотрите. -Хорошо, хорошо.
-Саша, привет. У нас с тобой сегодня будет праздничный ужин,	так что не задерживайся.
живота не будет. У меня романтический ужин намечается,	а мне столько надо приготовить. -Хорошо, я тебя поняла. Целую.
Ну чего у нас на ужин? -Старик.	-Минутная готовность.
-Вот-вот. Давай дуй. Как говорится, самим жрать нечего.	-Петя, ну что ты за адвокат такой?
Вот. Я смонтировал, только как он сидит как истукан, пьёт,	иногда сам с собой разговаривает.
-Где борщ?	-Кончился.
Хорошенько отдохнуть, и желательно без выпивки.	-Но ведь кома у неё невозвратная! Жена этого мента никогда не очнётся!
У них там скоро жрать нечего будет, недаром там марсоход катается,	все попрятались. Вот они своих гадёнышей нам и перекидывают.
-А есть чего покушать? Котлетки у тебя есть?	Пойдём.
Ладно, садись завтракать.	-Хорош.
-Я могу предложить вам обед? Или вы торопитесь к жениху?	-Нет, я не спешу, он будет поздно. -Замечательно.
"-Хорошо, давайте на ""ты"". Если не придётся пить на брудершафт."	-Не думайте обо мне так плохо. -Тогда за дружбу.
В полиции сейчас как раз обед. -Мы никуда не поедем.	Сергею Викторовичу нужна медицинская помощь. Он пусть едет.
-Что это? Вроде не пили ещё.	-Я такого никогда в жизни не видел.
Давай завтракать.	-Так красиво. Если честно, я первый раз здесь, за городом.
-Ну, не нужно сарказма, жаль борща нет.	-Почему же, есть,
А вы чего не пьёте? -Спасибо.	-Сейчас бы хорошо борща.
-Сейчас бы хорошо борща.	ТЕЛЕФОННЫЙ ЗВОНОК
Ленке в принципе пить нельзя,	она на антидепрессантах уже три года.
Цены-то на мясо одни и те же,	а вино не бесплатно.
-Первые три месяца ресторан съедал все вложенные деньги.	Но он думал, что это нормальные проблемы роста.
Ну, ковёр был безнадежно испорчен - пятна от еды, выпивки.	Он был белого цвета, поэтому никакая химчистка бы уже не спасла.
А сегодня пропало мясо.	Кто-то бессовестно ворует продукты с кухни.
Да, всё съели - прекрасно... -Посмотрел везде,	Виталия Юрьевича нигде нет.
Тебе нужно будет просто прийти на ужин,	передать некую сумму на благотворительность.
-А поужинать? -Нет, спасибо.	Кстати, а вы нашли, кто воровал продукты с кухни?
то не было бы ни шампанского, ни еды на столе.	Что, мол, я состоялся, а Георгий нет.
Пить много вредно.	-Товарищ майор, задержанный. -Заводи.
-Ну что, тогда поехали ко мне. Мясо в погреб бросим.	Потом в сельпо, затаримся.
Старик такую кашу готовит, закачаешься.	-А как я готовлю, тебе не нравится? -Почему? Очень нравится!
-Кушанье из гречневой каши...	с творогОм. -С твОрогом.
-Давай-давай, ищи! -Недаром казённую кашу ест.	Только ты с пригорка, и номер зашифруй.
-Видимо, мясо уже в погреб отгрузили.	Эй, хозяева! Дома есть кто?
Когда вы с ней встречаетесь? -После обеда.	-Вот и отлично.
-За меткую стрельбу пусть пьют биатлонисты.	А мы с вами выпьем за охотничье чутьё.
-А чего перегаром-то вам разит на 3 километра? Пили, что ли, вчера?	-Никак нет, товарищ полковник.
Я выпью? -Пей, Коля, это твоё последнее.	-Куда теперь? -Домой, Коля, домой.
Но не лечит ничего. Пей, пей.	Давай лечиться народными методами. Мы же на природе.
-Я к тебе с тортиком. И с фруктами. Тебе ведь полезно сейчас.	Пока твоего благоверного нет, будем лопать всё, что вздумается.
Она всю дорогу активированный уголь пила, живот у неё болел.	Он и блокировал действие. -Понятно.
-Я пить хочу.	-У вас попить есть? -Идёмте.
Спасибо богам за эту пищу,	за этот воздух, за эту землю.
-Пили? -Саня, чайку с липой выпьешь?	-Чаёк с липой. -Ну, всё понятно.
и холодную закуску на ваш выбор.	-Понятно.
-А то. Пострадал человек, рыбак. Рыбки съел из реки.	Если бы эта гадость попала в водопровод,
Ты пил?	Мы же договаривались.
-Ладно, выпьем и больше пить не будем.	-Вашу руку, начальство.
Я хочу выпить. Пейте.	А вы так со всеми женщинами галантны или только со мной?
Налейте мне вина. Я хочу... я хочу пить вино.	Вы знаете...
Давай я тебе чай принесу. Доктор говорит, тебе нужно пить чай.	-Давай.
